 ;comment_text;Rhetoric;Main targeted group;Secondary targeted group;Pejorative framing of communism;Vulgar language
ČT;Lenka Šimková BilkovaLenka Šimková Bilkova a vám ta debata připadá přínosná? Mně zatím přesvědčila jen o tom, že žádná výrazná osobnost která by to tady pozvedla a něco změnila, mezi kandidáty není.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Miluška Kabelková jojo ten si z ústavy hodlá udělat trhací kalendář.. tohle jsme v historii už zažili.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;To už byla tenkrát.  Když jsi kandidoval... koukám na ty tvoje neziskovky... 50% jde k vedení a to jsi ty;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;který  z  nich  bude  zase  piják...oblbovák  nebo nepoctivec...hamoun...tééééééééééé  hrůza  co  jste  to  navrhli;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lenka Šimková Bilkova Babiš je inteligentní člověk coby tam dělal mezi tou šaškarnou vzpamatuje se.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Paní to je teda debata... anketa moderátora a odpovědi kandidátů. Mohl jim zavolat a bylo by to...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Hilšer je arogantní panák, viděla jsem ho v jedné rozpravě a to mě stačilo,choval se neurvale, přímo drze!!! 😒😒😒😒😠 Už vypadni, kecáš dlouho!!!,😛🤓🧐🧐🤦🤦🤦;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Miluška Kabelková arogantní panák ? Se ti splašil morální kompas a vnímání reality koukám.  Nezažil jsem, že by se choval jako hulvát.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Andreas Lassak protože jste to neviděl já ano, jinak bych to nepsala 😳😳🧐🤓🤓;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Andreas Lassak A vy jste to samé co on drzej jak opice 🐒🐒 já vám taky netýkám,nevychovanče 😛🤪🤪😜😝😛🧐🤓🤓;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Tak ten mi přijde jako druhý Fiala ..stejná gesta ,stejná mluva a i kolikrát stejná slova ...už v jiné debatě mi z něho naskočila husí kůže ...nevidět ho tak si myslím že mluví Fiala 🙈😡;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Renáta Brabencová Přesně Reni 👍🙂;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Jako ,,Partička"" na TV Prima.....když už nám tato debata nic nedala, tak alespoň pobavila....👍👍";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Bohuslav Kubeš ještě moh’ Hilšer zazpívat a bylo by 😀;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Vážně ??A že po revoluci StB vymazával minulost aby se to nikdo nedozvěděl je ok ju?A že před x lety hlasoval p pro vstup do NATO ,a že schválil a poslal humanitární bombardování do Jugošky je též ok..a v roce v 2021 hlasoval pro vstup UA do naší země  je též v pořádku že ?🙈Nikdo z nich není volitelný ...proberte  se už lidi..🙏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jedině Bašta……………………….,..,,,,,,,…….👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍👍;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Do chudoby naší Českou republiku ženě především vlastizrádná vláda - 5💩. 👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Všichni tam blabolite nesmysly, nikdo kromě pana Bašty nebudete řešit vůbec nic, ani ty energie, všichni chcete válku 😡 Bašta na hrad!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pešková, to je komentář hodný voliče SPD... neuvěřitelný, že někdo chce, aby prezident napravoval chyby:)));Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;paní Nerudová, co po vás má zůstat, až hrad opustíte??????????????????????????????Co to je? Je předem rozhodnuto?????????;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pan Bašta výborně, nenechá se rozhodit taktikou moderátora, který se na něco zeptá a vzápětí skočí do nedokončené řeči s úplně jinou otázkou ve snaze řečníka zmást.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Miluška Kabelková arogantní panák ? Se ti splašil morální kompas a vnímání reality koukám.  Nezažil jsem, že by se choval jako hulvát.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Každý má právo si přečíst ústavu ČR a každý tam může najít i přesné možnosti odůvodnění pro odvolání vlády;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Pan Babis , nedivim se ze se tyhle komedie nzucastnil, blaboly marna snaha o neco co je jeste marnejsi;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"kandidát Fišer je jak uspávač hadů, nuda; Nerudová mluví docela málo a když tak jede jen fráze, moderátor ji evidentně šetří; Pavel toho také moc neřekl a docela uspává,...";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Petr Pavel , chválit  vládu za co  to udělala dobře.... tak tuto vládu v tom případě kárat kárat..,Nerudka  se tam  tlemí.... a Bašta  mě  zklamal...🤦‍♀️🤦‍♀️ no celkově katastrofa;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kateřina Hanzal  Tak udělala jednu dobrou věc minimálně z mého pohledu: Nezastropovala cenu pohonných hmot ani pod tlakem, jak se ukázalo v Maďarsku byl to krok špatným směrem.  Tento krok nic nevyřešil akorát Maďarsko hrozně zadlužil.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nerudová by mohla jít spíše do nějaké neziskovky a né na hrad.... jen Fráze .................................................;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nejsem Zemanův sympatizant, ale pomlouvat ho v jeho nepřítomnosti, aniž se může bránit, tím jste se dostali na úroveň pavlačové drbny. Už staří Řekové říkali - budiž slyšena i druhá strana. Je mi z Vás zle.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Lenka Šimková Bilkova já si nemyslím, že je posera,ale ví, že by to byla jen debata o Čapím hnízdě,a už všichni za ty roky,co se to vleče víme všechno,;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nerudová je onuce současné pětikolky!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Když to tak poslouchám, tak po volbách budeme konečně asi v ráji a zařídí to budoucí prezident.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Andreas Lassak protože jste to neviděl já ano, jinak bych to nepsala 😳😳🧐🤓🤓;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Máte smůlu budu volit toho kdo mi zaručí Svobodu Občanům České Republiky a odvolá Loutkovou Vládu Nacistickou Fašistickou Arogantní Asociální Vládní Sebranku Papalášů Slepenců Darmošlapů a Darmožroutů Spolu Vlastizrádců a Kolaborantů České Republiky. A místo ní jmenuje Vládu Odborníků. Protože tato Nacistická Fašistická Papalášská Asociální Arogantní Vládní Sebranka Papalášských Slepenců Darmošlapů a Darmožroutů Spolu Vlastizrádců a Kolaborantů České Republiky s Chuntou Oligarchů Banderovských z Kyjeva na Ukrajině neplní závazky svým vlastním Voličům a ani nemá podporu většiny Občanů České Republiky. Navíc je hrozbou protože co by Válečný Štváči nás zatahují do Válečného Stavu s Ruskou Federací.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Eva Litvíková Barčáková zatím udrží i stolici ale jak dlouho nikdo neví;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nemyslíte vážně s tím Baštou ne?...jako také chci vystoupit z Nato a svrhnout vládu jenže pánovi Baštovi je 74 let..potrebujeme momentalne vitalniho prezidenta, kteremu to rychle mysli......jedinym volitelnym kandidatem ktery je take proti aktualni vlade a neusiluje o euro a je pro naši budoucnost.......Pepa Středula🇨🇿🇨🇿;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;neúcta ke stáří a zkušenostem vás ani nás nezachrání.. důležité je, aby byl prezident zkušený v oboru a hlavně čestný..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dagmar Miteba Vincencová já mám k panu Baštovi úctu..už dokázal několik věci atd...chtěl bych aby současná vláda odstoupila..aby jsme vystoupili z EU....ale to samé chce i pan Středula..akorat to rika slusne...za me jediny kandidat ktery to neokecava..mluvi k veci a mame s nim nadeji na nadejnou budoucnost🇨🇿;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dominik PlhalNevadí Vám, jak Středula bojuje za Metrostav? Za odsouzenou firmu? Já jen, jak by ta nadějná budoucnost měla vypadat.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dominik Plhal běžte se léčit , jednoho proruského starého dědka v červených trenclich se zbavíme a vy chcete dalšího posravajiciho , dalšího za naše peníze udržovat zadarmo;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dominik Plhal super , debilu je dost a všechny budou volit Babiše , baštu a stredulu a vyhraje Pavel a nebo Fišer , jen tak volte , vše zle je k něčemu dobré;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Natalie Baborová vždyť rikam ze ho nechci..je to nereálné co pan Bašta požaduje proto volím jistotu a naši budoucnost....Pepu Středulu🇨🇿;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Natalie Baborová a koho jineho chcete volit ta kráva Nerudová uz vubec...Hilser to ma vsechno naučene...fisher je nesympaticky uz od pohledu....Divis si hlasy zaplatio a resi jen tu svoji IT firmu.....Zimu ani nebudu komentovat a Petr Pavel mit generala za prezidenta...uz i ty jeho odpovedi tudiz mi z toho vychazi jediná mozna rozumna volba se kterou mam sanci na nadejnou budoucnost...jo a jeste nejsem pro nerudovou a pavla protoze drzi s koalici a jsou tam jimi nasazeni!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;No dokázal toho už hodně no.....před lety chtěl vstup do NATO, po revoluci skartoval StB minulost aby se to nikdo nedozvěděl ,nebo odsouhlasil humanitární bombardování Jugošky ,a nebo v roce 2021 hlasoval pro vstup UA do naší země ...a stále převléká kabátky..proto má přezdívku chameleon že ?🙈😔😡A o ostatních kandidátech ani nemluvně ..nikdo není čistý jak se teď prezentují .Nikdo z toho seznamu , není momentálně volitelný ,bohužel .😔;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jakub Frýštenský nemam nahled do spisu a nevim co s nimi konkretne pan Středula resil, ale pokud jde o jeho praci jako odboráře a o jeho názory a postoj k naší republice nám lidem a nasi budoucnosti tak ma mou plnou duveru a nemam problem s tim toho slusneho chytreho a rozumnehi cloveka volit;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Renáta Brabencová vidim to tak ze bude prezident babis..s tim uz vime na cem jsme..umi v tom chodit..penez ma dost a ma vsude znamosti...hotovo vyrizeno ono to stejne tak dopadne ze vyhraje babis ikdyz ho nebudu volit...oni si ty preference a predvolebni vysledky delaji jen od vysokoskolaku a malo kdy to preskoci 1500 hlasu...takze na to byhc vubec nesazel😂🤣;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dominik PlhalNení žádný spis. Je dopis prezidentovi o milost, který pan Středula posvětil. Jde o zrušení rozsudku v kauze, kde byla firma odsouzena. A o zastavení dalších 3 probíhajících soudů s touto firmou. Hezká budoucnost a krásný precedens pro naší republiku.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jakub Frýštenský v pořádku jenže to není moje věc..není v tom nic špatně nějak ho to nezhazuje...otazky to vyvolat muze....ale nemam s tim nejaky problem...u ostatnich kandidatu je to mnohem horsi...ale to je muj nazor jiny mit muzete ovsem ikdybych chtel volit nekoho jineho tak neni az na Babiša kdo...;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dominik PlhalNo vidíte. A mně třeba přijde, že pan Fischer pro naší republiku představuje lepší budoucnost. Než člověk, co chce bojovat proti nepoctivým firmám, a pak za ně bojuje. 💰;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Dominik Plhal noo já to vidím tak ,že si tam  stejně dotlačí Pavla a Nerudovou ..nedá se prostě věřit nikomu z nich .🙈😡K Nerudový ale i k Baštovi  teď přecházejí  lidi z Ano ..🙈Vše je propletené a prohnilé až do morku kostí.Není koho volit 😔;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Túto lúzu blondínu nevoľte !!! ona je Sorošovský projekt ako bola na Slovensku Čaputovä klamú vám bratia česi..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;A zase v závěru jen přání a vize. Ale moderátor se nezeptá, jak je chtějí realizovat a kde na to vezmou.👎;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;To je slov , to je věcí co oni chtějí. A ž budou na hradě tak ze všeho co říkali nebude nic jen prach v krbu tepla a jejich plná peněženka peněz ….;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;"Jen ten,kdo říká co se ostatním nelíbí a hlavně ""dobře vyškolenému""moderátorovi se dá věřit";Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Eva Litvíková Barčáková aaaaa další třídička odpadu..🤭se tam taky odstěhujte když to chcete podporovat vy chytračko..!!sláma u kravína..🤘;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kateřina Hanzal  Tak udělala jednu dobrou věc minimálně z mého pohledu: Nezastropovala cenu pohonných hmot ani pod tlakem, jak se ukázalo v Maďarsku byl to krok špatným směrem.  Tento krok nic nevyřešil akorát Maďarsko hrozně zadlužil.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Nerudová lže a podvádí ...Generál lže a vydírá ..ví o ukradených statikách z hradu prezidenta z roku 2015..když budu prezident tak vám je předám a vím kdo je odcizil ?To je trestní čin přeci a komplic krádeže našich symbolů a už už ho měli sebrat ,koor jako vojáka ..za to by dostal trest smrti 😡A o Babišce a Baštovi ani nemluvně .😔Nikdo z nich není volitelný .🙈;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Renáta Brabencová Reni ale Bašta mezi ně nepatří přeci 🙏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Moderátor opakovaně skáče do řeči panu Baštovi. Ostatním ne. Prostě veřejnoprávní ČT, která  neplní své poslání.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Andreas Lassak A vy jste to samé co on drzej jak opice 🐒🐒 já vám taky netýkám,nevychovanče 😛🤪🤪😜😝😛🧐🤓🤓;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kdyby byl Miloš Zeman co k čemu tak by odvolal tuto Nacistickou Fašistickou Arogantní Asociální Papalášskou Vládní Sebranku Slepenců Papalášů Darmošlapů a Darmožroutů Spolu Vlastizrádců a Kolaborantů České Republiky s Chuntou Oligarchů Banderovských z Kyjeva na Ukrajině;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Krasne jsi popsal stranu SPD ktera prave tskto smysli a presne to co hlasas by oni udelali. Predevsim proruska propaganda a lhani viz Basta.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiš udělal totéž co Zeman při volbě prezidenta - nedostavil se - šel až do finální debaty. Má to své výhody, nikdo neví, jak se k záležitostem staví. Takže tímto získává pozitivní body......;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Babiš jím jasně řekl  , že do debat na ČT už nikdy  nebude chodit. Tak proč ho pořád zvou a když nedojde tak do něho kopou že nepřišel .....https://www.youtube.com/watch?v=yxW6gerXCRg;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Franta Fanuš je to srab. Je to nula. Alespon tam mluvi normalni lide. Nekvici tam to strelene podsvince Babis.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Už s tou Ukrajinou běšte do zadele!! Co takhle se postarat o naše občany, třeba zajistit dostatek léku a ne vše cpát do zas....ra...é Ukrajiny!!!!!!!!!!!!!!!!!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;David NeumannVyrábí se léky u nás? Ne. Státy, kde se vyrábí, se tím pádem, dle Vaší logiky, mají postarat, at jsou léky u nich. No. Vidíte. A pak brečte.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;neúcta ke stáří a zkušenostem vás ani nás nezachrání.. důležité je, aby byl prezident zkušený v oboru a hlavně čestný..;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kdo nepřišel, vyhrál...  (prý je to krátký komentář a nelze ho přidat, tak píši delší) PS. proč nejsou kandidáti srovnáni podle vylosovaných volebních čísel zleva doprava?;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Kdo fašizmu napomáhá a  preferuje fašizmus je sám fašista a dopouští se trestného činu .☝️Na to jsou zákony .🙏;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Taková komedie...je dobře, že se Babiš nezúčastnil...všichni dobře víme, že by ho nenechali ani domluvit. Jeli by tam jen do něj, hanit někoho kdo není přítomen vč. Zemana..totální hnus tohle, oni neumí nic jiného.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Prázdné fráze, nudné bytosti bez duše a srdce. Nic neříkající literatura na dobrou noc a hlavně uspávající=Celá tato superdebata čt.;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
ČT;Jedině p. Bašta !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!;Irrelevant;Not targeting;Not targeting;FALSE;FALSE
